order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,sls_price
SO63073,121,507,2013-07-30,2013-08-06,2013-08-11,4.0,1,4.0
SO63074,122,16210,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63074,183,16210,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63075,118,13952,2013-07-30,2013-08-06,2013-08-11,33.0,1,33.0
SO63076,121,13402,2013-07-30,2013-08-06,2013-08-11,4.0,1,4.0
SO63076,118,13402,2013-07-30,2013-08-06,2013-08-11,33.0,1,33.0
SO63076,198,13402,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63077,120,1057,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63077,114,1057,2013-07-30,2013-08-06,2013-08-11,30.0,1,30.0
SO63077,108,1057,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63078,114,12293,2013-07-30,2013-08-06,2013-08-11,30.0,1,30.0
SO63078,120,12293,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63079,114,12198,2013-07-30,2013-08-06,2013-08-11,30.0,1,30.0
SO63079,198,12198,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63080,101,10800,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63080,103,10800,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63080,183,10800,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63081,114,7082,2013-07-30,2013-08-06,2013-08-11,30.0,1,30.0
SO63082,101,10313,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63082,110,10313,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63082,188,10313,2013-07-30,2013-08-06,2013-08-11,50.0,1,50.0
SO63083,195,507,2013-07-30,2013-08-06,2013-08-11,70.0,1,70.0
SO63083,186,507,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63084,103,16062,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63085,120,9499,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63085,106,9499,2013-07-30,2013-08-06,2013-08-11,8.0,1,8.0
SO63086,107,3377,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63086,190,3377,2013-07-30,2013-08-06,2013-08-11,50.0,1,50.0
SO63087,107,2862,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63088,199,4246,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63088,107,4246,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63089,114,6847,2013-07-30,2013-08-06,2013-08-11,30.0,1,30.0
SO63089,120,6847,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63089,110,6847,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63090,103,1749,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63090,101,1749,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63090,110,1749,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63091,103,3969,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63091,183,3969,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63091,110,3969,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63092,116,17460,2013-07-30,2013-08-06,2013-08-11,21.0,1,21.0
SO63093,122,16963,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63093,112,16963,2013-07-30,2013-08-06,2013-08-11,2.0,1,2.0
SO63094,120,1078,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63094,115,1078,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63094,112,1078,2013-07-30,2013-08-06,2013-08-11,2.0,1,2.0
SO63094,106,1078,2013-07-30,2013-08-06,2013-08-11,8.0,1,8.0
SO63095,115,822,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63095,120,822,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63095,107,822,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63095,101,822,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63095,186,822,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63095,103,822,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63096,157,9544,2013-07-30,2013-08-06,2013-08-11,2443.0,1,2443.0
SO63096,102,9544,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63096,103,9544,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63096,109,9544,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63097,132,4954,2013-07-30,2013-08-06,2013-08-11,565.0,1,565.0
SO63097,101,4954,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63098,125,8723,2013-07-30,2013-08-06,2013-08-11,540.0,1,540.0
SO63098,107,8723,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63098,186,8723,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63099,162,17490,2013-07-30,2013-08-06,2013-08-11,742.0,1,742.0
SO63099,183,17490,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63099,108,17490,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63100,170,17494,2013-07-30,2013-08-06,2013-08-11,742.0,1,742.0
SO63100,119,17494,2013-07-30,2013-08-06,2013-08-11,29.0,1,29.0
SO63100,122,17494,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63100,103,17494,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63100,102,17494,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63100,186,17494,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63101,164,16006,2013-07-30,2013-08-06,2013-08-11,742.0,1,742.0
SO63101,109,16006,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63102,171,14595,2013-07-30,2013-08-06,2013-08-11,1215.0,1,1215.0
SO63103,152,9262,2013-07-30,2013-08-06,2013-08-11,1701.0,1,1701.0
SO63103,109,9262,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63104,147,13504,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63104,194,13504,2013-07-30,2013-08-06,2013-08-11,54.0,1,54.0
SO63105,151,14229,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63106,147,14030,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63106,117,14030,2013-07-30,2013-08-06,2013-08-11,25.0,1,25.0
SO63106,121,14030,2013-07-30,2013-08-06,2013-08-11,4.0,1,4.0
SO63106,112,14030,2013-07-30,2013-08-06,2013-08-11,2.0,1,2.0
SO63106,104,14030,2013-07-30,2013-08-06,2013-08-11,120.0,1,120.0
SO63107,147,14134,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63107,108,14134,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63108,142,2114,2013-07-30,2013-08-06,2013-08-11,2320.0,1,2320.0
SO63108,115,2114,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63108,120,2114,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63109,140,2127,2013-07-30,2013-08-06,2013-08-11,2320.0,1,2320.0
SO63109,101,2127,2013-07-30,2013-08-06,2013-08-11,10.0,1,10.0
SO63109,110,2127,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63110,140,2617,2013-07-30,2013-08-06,2013-08-11,2320.0,1,2320.0
SO63110,107,2617,2013-07-30,2013-08-06,2013-08-11,22.0,1,22.0
SO63110,106,2617,2013-07-30,2013-08-06,2013-08-11,8.0,1,8.0
SO63111,182,13669,2013-07-30,2013-08-06,2013-08-11,2384.0,1,2384.0
SO63111,119,13669,2013-07-30,2013-08-06,2013-08-11,29.0,1,29.0
SO63111,122,13669,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63111,111,13669,2013-07-30,2013-08-06,2013-08-11,55.0,1,55.0
SO63112,147,9437,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63112,103,9437,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63112,102,9437,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63113,151,16903,2013-07-30,2013-08-06,2013-08-11,1120.0,1,1120.0
SO63113,193,16903,2013-07-30,2013-08-06,2013-08-11,54.0,1,54.0
SO63114,143,11485,2013-07-30,2013-08-06,2013-08-11,540.0,1,540.0
SO63114,121,11485,2013-07-30,2013-08-06,2013-08-11,4.0,1,4.0
SO63114,116,11485,2013-07-30,2013-08-06,2013-08-11,21.0,1,21.0
SO63114,184,11485,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63115,183,97,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63115,182,97,2013-07-30,2013-08-06,2013-08-11,2384.0,1,2384.0
SO63116,176,755,2013-07-30,2013-08-06,2013-08-11,2384.0,1,2384.0
SO63116,108,755,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63116,184,755,2013-07-30,2013-08-06,2013-08-11,24.0,1,24.0
SO63117,145,12098,2013-07-30,2013-08-06,2013-08-11,540.0,1,540.0
SO63117,103,12098,2013-07-30,2013-08-06,2013-08-11,5.0,1,5.0
SO63117,102,12098,2013-07-30,2013-08-06,2013-08-11,9.0,1,9.0
SO63117,110,12098,2013-07-30,2013-08-06,2013-08-11,35.0,1,35.0
SO63118,145,16518,2013-07-30,2013-08-06,2013-08-11,540.0,1,540.0
SO63294,113,1583,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63295,116,8609,2013-07-31,2013-08-07,2013-08-12,21.0,1,21.0
SO63295,121,8609,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63296,120,13912,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63296,108,13912,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63296,193,13912,2013-07-31,2013-08-07,2013-08-12,54.0,1,54.0
SO63296,183,13912,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63297,120,1716,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63297,112,1716,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63298,156,3186,2013-07-31,2013-08-07,2013-08-12,2443.0,1,2443.0
SO63298,118,3186,2013-07-31,2013-08-07,2013-08-12,33.0,1,33.0
SO63298,121,3186,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63298,201,3186,2013-07-31,2013-08-07,2013-08-12,64.0,1,64.0
SO63299,130,4062,2013-07-31,2013-08-07,2013-08-12,565.0,1,565.0
SO63299,109,4062,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63300,139,6188,2013-07-31,2013-08-07,2013-08-12,2295.0,1,2295.0
SO63300,101,6188,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63300,103,6188,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63301,141,4925,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63301,107,4925,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63301,188,4925,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63302,142,5825,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63302,108,5825,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63302,183,5825,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63303,113,468,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63304,117,520,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63304,121,520,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63304,183,520,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63304,189,520,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63305,122,520,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63305,110,520,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63306,119,15713,2013-07-31,2013-08-07,2013-08-12,29.0,1,29.0
SO63306,122,15713,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63306,183,15713,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63307,113,301,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63307,120,301,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63308,120,14255,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63308,113,14255,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63308,107,14255,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63309,114,7757,2013-07-31,2013-08-07,2013-08-12,30.0,1,30.0
SO63309,120,7757,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63309,106,7757,2013-07-31,2013-08-07,2013-08-12,8.0,1,8.0
SO63310,197,4379,2013-07-31,2013-08-07,2013-08-12,70.0,1,70.0
SO63311,103,14148,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63311,109,14148,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63312,103,13666,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63312,111,13666,2013-07-31,2013-08-07,2013-08-12,55.0,1,55.0
SO63312,189,13666,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63313,103,5678,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63313,183,5678,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63314,120,4946,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63314,112,4946,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63315,120,16452,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63315,106,16452,2013-07-31,2013-08-07,2013-08-12,8.0,1,8.0
SO63315,184,16452,2013-07-31,2013-08-07,2013-08-12,24.0,1,24.0
SO63316,120,3749,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63316,104,3749,2013-07-31,2013-08-07,2013-08-12,120.0,1,120.0
SO63317,120,5018,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63317,111,5018,2013-07-31,2013-08-07,2013-08-12,55.0,1,55.0
SO63318,107,3112,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63318,111,3112,2013-07-31,2013-08-07,2013-08-12,55.0,1,55.0
SO63319,107,3242,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63319,111,3242,2013-07-31,2013-08-07,2013-08-12,55.0,1,55.0
SO63319,106,3242,2013-07-31,2013-08-07,2013-08-12,8.0,1,8.0
SO63320,120,5398,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63320,113,5398,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63320,110,5398,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63321,117,8249,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63321,112,8249,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63321,104,8249,2013-07-31,2013-08-07,2013-08-12,120.0,1,120.0
SO63322,191,18409,2013-07-31,2013-08-07,2013-08-12,54.0,1,54.0
SO63323,103,11558,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63324,121,15835,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63324,112,15835,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63325,121,11868,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63325,109,11868,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63326,119,17755,2013-07-31,2013-08-07,2013-08-12,29.0,1,29.0
SO63326,122,17755,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63326,109,17755,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63327,122,12767,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63327,119,12767,2013-07-31,2013-08-07,2013-08-12,29.0,1,29.0
SO63327,108,12767,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63328,116,14686,2013-07-31,2013-08-07,2013-08-12,21.0,1,21.0
SO63329,115,138,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63329,112,138,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63329,105,138,2013-07-31,2013-08-07,2013-08-12,159.0,1,159.0
SO63330,115,720,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63331,107,6410,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63331,106,6410,2013-07-31,2013-08-07,2013-08-12,8.0,1,8.0
SO63331,104,6410,2013-07-31,2013-08-07,2013-08-12,120.0,1,120.0
SO63332,102,14734,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63332,103,14734,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63332,194,14734,2013-07-31,2013-08-07,2013-08-12,54.0,1,54.0
SO63332,183,14734,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63333,107,2335,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63333,103,2335,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63333,101,2335,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63333,109,2335,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63334,110,580,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63334,183,580,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63335,136,7948,2013-07-31,2013-08-07,2013-08-12,769.0,1,769.0
SO63335,108,7948,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63336,125,8739,2013-07-31,2013-08-07,2013-08-12,540.0,1,540.0
SO63336,120,8739,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63336,113,8739,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63336,108,8739,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63337,127,4995,2013-07-31,2013-08-07,2013-08-12,540.0,1,540.0
SO63337,101,4995,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63337,103,4995,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63337,194,4995,2013-07-31,2013-08-07,2013-08-12,54.0,1,54.0
SO63338,142,4420,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63339,140,4492,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63339,101,4492,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63339,200,4492,2013-07-31,2013-08-07,2013-08-12,64.0,1,64.0
SO63339,103,4492,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63340,137,1449,2013-07-31,2013-08-07,2013-08-12,2295.0,1,2295.0
SO63340,115,1449,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63340,120,1449,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63340,112,1449,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63341,140,1453,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63341,115,1453,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63341,112,1453,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63342,139,4389,2013-07-31,2013-08-07,2013-08-12,2295.0,1,2295.0
SO63342,103,4389,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63342,101,4389,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63342,109,4389,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63343,167,17519,2013-07-31,2013-08-07,2013-08-12,742.0,1,742.0
SO63343,106,17519,2013-07-31,2013-08-07,2013-08-12,8.0,1,8.0
SO63344,169,414,2013-07-31,2013-08-07,2013-08-12,742.0,1,742.0
SO63344,119,414,2013-07-31,2013-08-07,2013-08-12,29.0,1,29.0
SO63344,122,414,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63344,189,414,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63344,183,414,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63345,163,17503,2013-07-31,2013-08-07,2013-08-12,742.0,1,742.0
SO63345,109,17503,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63346,153,4034,2013-07-31,2013-08-07,2013-08-12,1701.0,1,1701.0
SO63346,117,4034,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63347,160,7256,2013-07-31,2013-08-07,2013-08-12,2443.0,1,2443.0
SO63347,118,7256,2013-07-31,2013-08-07,2013-08-12,33.0,1,33.0
SO63347,121,7256,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63347,198,7256,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63348,160,9630,2013-07-31,2013-08-07,2013-08-12,2443.0,1,2443.0
SO63348,121,9630,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63348,118,9630,2013-07-31,2013-08-07,2013-08-12,33.0,1,33.0
SO63348,112,9630,2013-07-31,2013-08-07,2013-08-12,2.0,1,2.0
SO63349,140,3072,2013-07-31,2013-08-07,2013-08-12,2320.0,1,2320.0
SO63350,138,3216,2013-07-31,2013-08-07,2013-08-12,2295.0,1,2295.0
SO63350,120,3216,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63350,115,3216,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63350,107,3216,2013-07-31,2013-08-07,2013-08-12,22.0,1,22.0
SO63350,101,3216,2013-07-31,2013-08-07,2013-08-12,10.0,1,10.0
SO63351,174,14889,2013-07-31,2013-08-07,2013-08-12,1215.0,1,1215.0
SO63351,119,14889,2013-07-31,2013-08-07,2013-08-12,29.0,1,29.0
SO63351,122,14889,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63352,177,15092,2013-07-31,2013-08-07,2013-08-12,2384.0,1,2384.0
SO63352,102,15092,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63352,103,15092,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63352,111,15092,2013-07-31,2013-08-07,2013-08-12,55.0,1,55.0
SO63353,178,11253,2013-07-31,2013-08-07,2013-08-12,2384.0,1,2384.0
SO63353,108,11253,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63353,190,11253,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63354,144,12335,2013-07-31,2013-08-07,2013-08-12,540.0,1,540.0
SO63354,103,12335,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63354,102,12335,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63355,145,12059,2013-07-31,2013-08-07,2013-08-12,540.0,1,540.0
SO63355,102,12059,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63355,103,12059,2013-07-31,2013-08-07,2013-08-12,5.0,1,5.0
SO63355,110,12059,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63356,147,9661,2013-07-31,2013-08-07,2013-08-12,1120.0,1,1120.0
SO63356,108,9661,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63356,186,9661,2013-07-31,2013-08-07,2013-08-12,24.0,1,24.0
SO63357,155,6678,2013-07-31,2013-08-07,2013-08-12,1701.0,1,1701.0
SO63357,109,6678,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63358,147,9827,2013-07-31,2013-08-07,2013-08-12,1120.0,1,1120.0
SO63358,117,9827,2013-07-31,2013-08-07,2013-08-12,25.0,1,25.0
SO63358,121,9827,2013-07-31,2013-08-07,2013-08-12,4.0,1,4.0
SO63358,186,9827,2013-07-31,2013-08-07,2013-08-12,24.0,1,24.0
SO63359,147,13115,2013-07-31,2013-08-07,2013-08-12,1120.0,1,1120.0
SO63359,183,13115,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63359,188,13115,2013-07-31,2013-08-07,2013-08-12,50.0,1,50.0
SO63360,144,418,2013-07-31,2013-08-07,2013-08-12,540.0,1,540.0
SO63360,102,418,2013-07-31,2013-08-07,2013-08-12,9.0,1,9.0
SO63361,180,7126,2013-07-31,2013-08-07,2013-08-12,2384.0,1,2384.0
SO63362,175,4693,2013-07-31,2013-08-07,2013-08-12,2384.0,1,2384.0
SO63362,109,4693,2013-07-31,2013-08-07,2013-08-12,35.0,1,35.0
SO63363,117,3686,2013-08-01,2013-08-08,2013-08-13,25.0,1,25.0
SO63363,112,3686,2013-08-01,2013-08-08,2013-08-13,2.0,1,2.0
SO63364,107,7300,2013-08-01,2013-08-08,2013-08-13,22.0,1,22.0
SO63364,106,7300,2013-08-01,2013-08-08,2013-08-13,8.0,1,8.0
SO63365,120,10280,2013-08-01,2013-08-08,2013-08-13,5.0,1,5.0
SO63366,193,3519,2013-08-01,2013-08-08,2013-08-13,54.0,1,54.0
SO63366,183,3519,2013-08-01,2013-08-08,2013-08-13,9.0,1,9.0
SO63367,159,2606,2013-08-01,2013-08-08,2013-08-13,2443.0,1,2443.0
SO63367,110,2606,2013-08-01,2013-08-08,2013-08-13,35.0,1,35.0
SO63368,136,3171,2013-08-01,2013-08-08,2013-08-13,769.0,1,769.0
SO63368,197,3171,2013-08-01,2013-08-08,2013-08-13,70.0,1,70.0
SO63368,198,3171,2013-08-01,2013-08-08,2013-08-13,9.0,1,9.0
SO63369,137,6183,2013-08-01,2013-08-08,2013-08-13,2295.0,1,2295.0
SO63369,111,6183,2013-08-01,2013-08-08,2013-08-13,55.0,1,55.0
SO63370,137,6189,2013-08-01,2013-08-08,2013-08-13,2295.0,1,2295.0
SO63370,111,6189,2013-08-01,2013-08-08,2013-08-13,55.0,1,55.0
SO63371,139,5596,2013-08-01,2013-08-08,2013-08-13,2295.0,1,2295.0
SO63371,112,5596,2013-08-01,2013-08-08,2013-08-13,2.0,1,2.0
SO63372,141,2680,2013-08-01,2013-08-08,2013-08-13,2320.0,1,2320.0
SO63372,115,2680,2013-08-01,2013-08-08,2013-08-13,35.0,1,35.0
SO63373,112,622,2013-08-01,2013-08-08,2013-08-13,2.0,1,2.0
SO63374,119,16387,2013-08-01,2013-08-08,2013-08-13,29.0,1,29.0
SO63374,122,16387,2013-08-01,2013-08-08,2013-08-13,5.0,1,5.0
SO63374,112,16387,2013-08-01,2013-08-08,2013-08-13,2.0,1,2.0
SO63375,119,16053,2013-08-01,2013-08-08,2013-08-13,29.0,1,29.0
SO63375,122,16053,2013-08-01,2013-08-08,2013-08-13,5.0,1,5.0
SO63375,112,16053,2013-08-01,2013-08-08,2013-08-13,2.0,1,2.0
SO63376,101,11340,2013-08-01,2013-08-08,2013-08-13,10.0,1,10.0
SO63376,103,11340,2013-08-01,2013-08-08,2013-08-13,5.0,1,5.0
SO63377,195,8805,2013-08-01,2013-08-08,2013-08-13,70.0,1,70.0
SO63377,192,8805,2013-08-01,2013-08-08,2013-08-13,54.0,1,54.0
SO63378,101,3078,2013-08-01,2013-08-08,2013-08-13,10.0,1,10.0
SO63378,103,3078,2013-08-01,2013-08-08,2013-08-13,5.0,1,5.0
SO63378,194,3078,2013-08-01,2013-08-08,2013-08-13,54.0,1,54.0
SO63379,186,5010,2013-08-01,2013-08-08,2013-08-13,24.0,1,24.0
SO63379,197,5010,2013-08-01,2013-08-08,2013-08-13,70.0,1,70.0
